Sex;Age;Region;Fstat;Children;Ed;Emp;Years;Group;Comp;Market;Sphere;Interview;DigitalTech;Vid;Chat;Lk;Social1;Social2;Social3;AI;VR;AdvVR;AdvDig;DisadvDig;Level
Женский;25–31;Южный ФО / Северо-Кавказский ФО / Крым;Не женат/ не замужем;Нет детей;Специалитет;Работаю в компании (полная занятость);От 5-ти лет до 7-ми лет;Специалист;Российская компания (численность сотрудников в России свыше 500 чел.);Государственный сектор;Управление персоналом;Более 4-х лет назад;Никакими;Затрудняюсь ответить;Это быстро и удобно/ помогает избежать лишней коммуникации с рекрутером;Такой формат позволяет быть уверенным в том/ что резюме точно будет в базе кандидатов компании/ Такой формат вполне устраивает;1;Не пользуюсь социальными сетями для поиска работы;Нейтрально;Нейтрально;Нет;Затрудняюсь ответить;Ускоряют процесс подбора/ Делают процесс подбора более увлекательным;Зачастую нет адаптации на русский язык;2
Женский;39–45;Южный ФО / Северо-Кавказский ФО / Крым;Женат/замужем;2-е детей;Специалитет;Уволился(-ась) по собственному желанию;15 и более лет;Специалист;Российская компания (численность сотрудников в России свыше 500 чел.);Образовательный сектор;Административная функция;Более 4-х лет назад;Никакими;Затрудняюсь ответить;Затрудняюсь ответить;Если компания предлагает только такой формат подачи отклика/ я отказываюсь от отправки резюме;2;Instagram;Нейтрально;Нейтрально;Нет;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;3
Женский;25–31;Южный ФО / Северо-Кавказский ФО / Крым;Женат/замужем;1 ребенок;Бакалавриат;Работаю в компании (полная занятость);От 5-ти лет до 7-ми лет;Специалист;Российская компания (численность сотрудников в России до 100 чел.);Государственный сектор;Административная функция;От 2-х лет до 4-х лет назад;Никакими;Затрудняюсь ответить;Это быстро и удобно/ помогает избежать лишней коммуникации с рекрутером;Такой формат позволяет быть уверенным в том/ что резюме точно будет в базе кандидатов компании;5;Instagram;Положительно;Положительно;Нет;Позволяют заранее посмотреть/ как устроен рабочий день компании и процессы;Ускоряют процесс подбора/ Делают процесс подбора более увлекательным;Нет минусов;3
Женский;32–38;Южный ФО / Северо-Кавказский ФО / Крым;Женат/замужем;Нет детей;Специалитет;Работаю в компании (полная занятость);От 11-ти лет до 13-ти лет;Специалист;Российская компания (численность сотрудников в России до 100 чел.);Медицина;Медицинская поддержка бизнеса;Никогда не проходил(-а) отбор в компанию;Никакими;Затрудняюсь ответить;Затрудняюсь ответить;Такой формат вполне устраивает;1;Не пользуюсь социальными сетями для поиска работы;Нейтрально;Нейтрально;Нет;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;3
Женский;32–38;Москва и МО;Разведен/ разведена;2-е детей;Магистратура;Веду проекты на фрилансе;От 7-ми лет до 9-ти лет;Специалист;Российская компания (численность сотрудников в России свыше 500 чел.);Телекоммуникации / Связь;Юриспруденция;Более 4-х лет назад;Подача отклика (резюме) через автоматизированные системы (личный кабинет соискателя)/ Собеседование/ выполнение контрольного задания ;Это быстро и удобно/ помогает избежать лишних интервью с рекрутером;Затрудняюсь ответить;Такой формат позволяет быть уверенным в том/ что резюме точно будет в базе кандидатов компании;4;Instagram/ ВКонтакте;Нейтрально;Отрицательно;Нет;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;3
Женский;25–31;Москва и МО;Не женат/ не замужем;Нет детей;Бакалавриат;Меня уволили;От 1 года до 3-х лет;Специалист;Российская компания (численность сотрудников в России до 100 чел.);Товары народного потребления (непищевые);Продажи;Более 4-х лет назад;Подача отклика (резюме) через автоматизированные системы (личный кабинет соискателя)/ Социальные сети;Занимают много времени/ не вижу в них пользы для соискателя;Это быстро и удобно/ помогает избежать лишней коммуникации с рекрутером/ Наблюдаю много ошибок и неточностей в работе чат-бота/ Инструмент полезный/ но компании неуместно его применяют;Такой формат позволяет быть уверенным в том/ что резюме точно будет в базе кандидатов компании/ Такой формат занимает много времени/ легче отправить резюме через e-mail или сервис с вакансиями;4;Facebook/ Telegram/ ВКонтакте/ Одноклассники;Положительно;Отрицательно;Нет;Не вижу практической пользы/ думаю/ они используются только для улучшения бренда работодателя;Ускоряют процесс подбора/ Положительно влияют на бренд работодателя/ Делают процесс подбора более увлекательным;Замедляют процесс трудоустройства/ Слишком сложны в использовании;5
Женский;25–31;Москва и МО;Женат/замужем;3-е детей;Бакалавриат;Я еще только учусь/ не работал(-а);До 1 года;Я еще только учусь/ не работал(-а);Не работал(-а) в организациях;Не работал(-а);Не работал(-а);Никогда не проходил(-а) отбор в компанию;Никакими;Это быстро и удобно/ помогает избежать лишних интервью с рекрутером;Затрудняюсь ответить;Затрудняюсь ответить;5;Instagram;Положительно;Положительно;Затрудняюсь ответить;Затрудняюсь ответить;Ускоряют процесс подбора;Слишком сложны в использовании;2
Женский;32–38;Приволжский ФО;Женат/замужем;2-е детей;Среднее профессиональное;Работаю в компании (полная занятость);От 11-ти лет до 13-ти лет;Специалист;Российская компания (численность сотрудников в России до 100 чел.);Медицинское оборудование;Медицинская поддержка бизнеса;Меньше года назад/ но более 2-месяцев назад;Никакими;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;1;Затрудняюсь ответить;Нейтрально;Нейтрально;Нет;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;2
Женский;32–38;Центральный ФО/ исключая Москву и МО;Женат/замужем;3-е детей;Специалитет;Работаю в компании (полная занятость);15 и более лет;Специалист;Российская компания (численность сотрудников в России от 100 до 500 чел.);Государственный сектор;Проектирование и строительство / ИТР;Более 4-х лет назад;Никакими;Это быстро и удобно/ помогает избежать лишних интервью с рекрутером;Наблюдаю много ошибок и неточностей в работе чат-бота/ Это ненужный инструмент в процессе трудоустройства/ все вопросы легче уточнять у рекрутера;Такой формат вполне устраивает;5;Instagram/ Telegram/ ВКонтакте;Положительно;Нейтрально;Нет;Не вижу практической пользы/ думаю/ они используются только для улучшения бренда работодателя;Делают процесс подбора более увлекательным/ Не вижу в них никаких плюсов для соискателя;Никак не влияют на скорость трудоустройства;2
Женский;53 - 59;Южный ФО / Северо-Кавказский ФО / Крым;Женат/замужем;4 детей;Специалитет;Работаю в компании (полная занятость);15 и более лет;Специалист;Российская компания (численность сотрудников в России от 100 до 500 чел.);Медицинское оборудование;Административная функция;Меньше года назад/ но более 2-месяцев назад;Сервис для видеоинтервью/ Сервисы для онлайн-оценки навыков и компетенций;Затрудняюсь ответить;Затрудняюсь ответить;Такой формат позволяет быть уверенным в том/ что резюме точно будет в базе кандидатов компании;1;Не пользуюсь социальными сетями для поиска работы;Отрицательно;Отрицательно;Нет;Позволяют увлекательно пройти оценку в компании при процессе подбора;Ускоряют процесс подбора;Затрудняюсь ответить;3
Женский;18–24;Москва и МО;Не женат/ не замужем;Нет детей;Среднее общее;Работаю в компании (полная занятость);От 1 года до 3-х лет;Специалист;Международная компания (численность сотрудников в России свыше 500 чел.);Финансовый сектор (банки/ страховые и инвестиционные компании);Продажи;В последние 2 месяца;Подача отклика (резюме) через автоматизированные системы (личный кабинет соискателя);Это быстро и удобно/ помогает избежать лишних интервью с рекрутером;Это быстро и удобно/ помогает избежать лишней коммуникации с рекрутером/ Наблюдаю много ошибок и неточностей в работе чат-бота;Такой формат позволяет быть уверенным в том/ что резюме точно будет в базе кандидатов компании;5;Telegram/ Затрудняюсь ответить;Нейтрально;Нейтрально;Да;Позволяют увлекательно пройти оценку в компании при процессе подбора/ Позволяют заранее посмотреть/ как устроен рабочий день компании и процессы;Ускоряют процесс подбора/ Делают процесс подбора более увлекательным;Затрудняюсь ответить;5
Женский;32–38;Северо-Западный ФО/ исключая Санкт-Петербург;Женат/замужем;3-е детей;Специалитет;Я еще только учусь/ не работал(-а);От 1 года до 3-х лет;Специалист;Международная компания (численность сотрудников в России свыше 500 чел.);Государственный сектор;Производство;Более 4-х лет назад;Никакими;Затрудняюсь ответить;Затрудняюсь ответить;Такой формат занимает много времени/ легче отправить резюме через e-mail или сервис с вакансиями;1;Не пользуюсь социальными сетями для поиска работы;Нейтрально;Отрицательно;Нет;Не вижу практической пользы/ думаю/ они используются только для улучшения бренда работодателя;Ускоряют процесс подбора;Никак не влияют на скорость трудоустройства;1
Женский;32–38;Сибирский ФО;Женат/замужем;2-е детей;Магистратура;Веду проекты на фрилансе;От 11-ти лет до 13-ти лет;Руководитель отдела/подразделения;Российская компания (численность сотрудников в России до 100 чел.);Оптово-розничная торговля;Закупки/ Логистика/ Склад/ ВЭД;Более 4-х лет назад;Подача отклика (резюме) через автоматизированные системы (личный кабинет соискателя);Это быстро и удобно/ помогает избежать лишних интервью с рекрутером;Затрудняюсь ответить;Затрудняюсь ответить;3;Затрудняюсь ответить;Нейтрально;Отрицательно;Нет;Затрудняюсь ответить;Ускоряют процесс подбора/ Положительно влияют на бренд работодателя/ Делают процесс подбора более увлекательным;Слишком сложны в использовании/ Зачастую нет адаптации на русский язык/ Затрудняюсь ответить;2
Женский;39–45;Южный ФО / Северо-Кавказский ФО / Крым;Женат/замужем;3-е детей;Специалитет;Работаю в компании (полная занятость);От 11-ти лет до 13-ти лет;Специалист;Российская компания (численность сотрудников в России свыше 500 чел.);Медицинское обслуживание;Медицинская поддержка бизнеса;10 лет назад;Собеседование с работодателем;Это быстро и удобно/ помогает избежать лишних интервью с рекрутером;Это быстро и удобно/ помогает избежать лишней коммуникации с рекрутером;Такой формат позволяет быть уверенным в том/ что резюме точно будет в базе кандидатов компании;1;Не пользуюсь социальными сетями для поиска работы;Положительно;Нейтрально;Нет;Позволяют увлекательно пройти оценку в компании при процессе подбора;Ускоряют процесс подбора;Затрудняюсь ответить;3
Женский;39–45;Москва и МО;Женат/замужем;3-е детей;Специалитет;Уволился(-ась) по собственному желанию;15 и более лет;Руководитель отдела/подразделения;Российская компания (численность сотрудников в России от 100 до 500 чел.);Не работал(-а);Маркетинг / PR / Реклама/ Digital;Более 4-х лет назад;Никакими;Это быстро и удобно/ помогает избежать лишних интервью с рекрутером;Затрудняюсь ответить;Затрудняюсь ответить;5;Instagram;Нейтрально;Отрицательно;Нет;Позволяют увлекательно пройти оценку в компании при процессе подбора;Ускоряют процесс подбора;Затрудняюсь ответить;1
Женский;25–31;Южный ФО / Северо-Кавказский ФО / Крым;Женат/замужем;2-е детей;Специалитет;Я еще только учусь/ не работал(-а);До 1 года;Я еще только учусь/ не работал(-а);Не работал(-а) в организациях;Не работал(-а);Не работал(-а);Никогда не проходил(-а) отбор в компанию;Никакими;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;1;Не пользуюсь социальными сетями для поиска работы;Нейтрально;Нейтрально;Нет;Затрудняюсь ответить;Ускоряют процесс подбора;Затрудняюсь ответить;2
Женский;32–38;Приволжский ФО;Женат/замужем;Нет детей;Специалитет;Меня сократили;От 9-ти лет до 11-ти лет;Специалист;Российская компания (численность сотрудников в России от 100 до 500 чел.);Промышленное оборудование (техника/ станки/ комплектующие);Финансы и Бухгалтерия;В последние 2 месяца;Никакими;Занимают много времени/ но польза их очевидна (не нужно проходить интервью с рекрутером)/ Занимают много времени/ не вижу в них пользы для соискателя;Это быстро и удобно/ помогает избежать лишней коммуникации с рекрутером;Такой формат вполне устраивает;3;Instagram;Положительно;Положительно;Нет;Позволяют заранее посмотреть/ как устроен рабочий день компании и процессы;Ускоряют процесс подбора;Затрудняюсь ответить;1
Женский;32–38;Приволжский ФО;Не женат/ не замужем;Нет детей;Специалитет;Работаю в компании (полная занятость);От 11-ти лет до 13-ти лет;Специалист;Международная компания (численность сотрудников в России до 100 чел.);Нефть и газ;Административная функция;Меньше года назад/ но более 2-месяцев назад;Сервис для видеоинтервью/ Чат-боты/ Подача отклика (резюме) через автоматизированные системы (личный кабинет соискателя);Занимают много времени/ но польза их очевидна (не нужно проходить интервью с рекрутером);Наблюдаю много ошибок и неточностей в работе чат-бота;Такой формат вполне устраивает;4;Facebook/ LinkedIn/ Instagram;Положительно;Нейтрально;Нет;Затрудняюсь ответить;Ускоряют процесс подбора;Никак не влияют на скорость трудоустройства;3
Женский;25–31;Южный ФО / Северо-Кавказский ФО / Крым;Женат/замужем;1 ребенок;Бакалавриат;Веду проекты на фрилансе;От 7-ми лет до 9-ти лет;Специалист;Российская компания (численность сотрудников в России до 100 чел.);Консалтинг;Управление персоналом;В последние 2 месяца;Сервис для видеоинтервью/ Социальные сети;Это быстро и удобно/ помогает избежать лишних интервью с рекрутером;Это быстро и удобно/ помогает избежать лишней коммуникации с рекрутером;Такой формат вполне устраивает;4;Instagram/ Telegram;Положительно;Отрицательно;Нет;Затрудняюсь ответить;Делают процесс подбора более увлекательным;Зачастую нет адаптации на русский язык;3
Женский;25–31;Южный ФО / Северо-Кавказский ФО / Крым;Женат/замужем;2-е детей;Магистратура;Работаю в компании (полная занятость);От 1 года до 3-х лет;Специалист;Российская компания (численность сотрудников в России свыше 500 чел.);Государственный сектор;Финансы и Бухгалтерия;Меньше года назад/ но более 2-месяцев назад;Никакими;Затрудняюсь ответить;Затрудняюсь ответить;Такой формат позволяет быть уверенным в том/ что резюме точно будет в базе кандидатов компании;3;Instagram/ Telegram;Положительно;Нейтрально;Нет;Затрудняюсь ответить;Делают процесс подбора более увлекательным;Замедляют процесс трудоустройства;2
Женский;18–24;Центральный ФО/ исключая Москву и МО;Не женат/ не замужем;Нет детей;Специалитет;Работаю в компании (неполная занятость);До 1 года;Специалист;Российская компания (численность сотрудников в России свыше 500 чел.);Финансовый сектор (банки/ страховые и инвестиционные компании);IT;Меньше года назад/ но более 2-месяцев назад;Сервис для видеоинтервью/ Подача отклика (резюме) через автоматизированные системы (личный кабинет соискателя);Занимают много времени/ не вижу в них пользы для соискателя;Это быстро и удобно/ помогает избежать лишней коммуникации с рекрутером;Такой формат позволяет быть уверенным в том/ что резюме точно будет в базе кандидатов компании/ Такой формат занимает много времени/ легче отправить резюме через e-mail или сервис с вакансиями;2;Telegram/ ВКонтакте;Нейтрально;Нейтрально;Нет;Позволяют заранее посмотреть/ как устроен рабочий день компании и процессы;Ускоряют процесс подбора/ Положительно влияют на бренд работодателя;Слишком сложны в использовании;2
Женский;32–38;Южный ФО / Северо-Кавказский ФО / Крым;Женат/замужем;1 ребенок;Бакалавриат;Работаю в компании (полная занятость);15 и более лет;Специалист;Российская компания (численность сотрудников в России от 100 до 500 чел.);Медицина;Медицина;Меньше года назад/ но более 2-месяцев назад;Никакими;Затрудняюсь ответить;Это ненужный инструмент в процессе трудоустройства/ все вопросы легче уточнять у рекрутера;Такой формат позволяет быть уверенным в том/ что резюме точно будет в базе кандидатов компании;3;Instagram;Отрицательно;Отрицательно;Нет;Позволяют увлекательно пройти оценку в компании при процессе подбора;Ускоряют процесс подбора;Никак не влияют на скорость трудоустройства;4
Женский;32–38;Южный ФО / Северо-Кавказский ФО / Крым;Женат/замужем;3-е детей;Специалитет;Работаю в компании (полная занятость);От 9-ти лет до 11-ти лет;Специалист;Российская компания (численность сотрудников в России до 100 чел.);Образовательный сектор;Административная функция;Более 4-х лет назад;Никакими;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;1;Не пользуюсь социальными сетями для поиска работы;Нейтрально;Нейтрально;Нет;Затрудняюсь ответить;Ускоряют процесс подбора;Нет минусов;2
Женский;25–31;Южный ФО / Северо-Кавказский ФО / Крым;Женат/замужем;3-е детей;Специалитет;Работаю в компании (полная занятость);От 5-ти лет до 7-ми лет;Специалист;Российская компания (численность сотрудников в России до 100 чел.);Образовательный сектор;Образование;Более 4-х лет назад;Никакими;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;2;Не пользуюсь социальными сетями для поиска работы;Положительно;Отрицательно;Нет;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;3
Женский;25–31;Южный ФО / Северо-Кавказский ФО / Крым;Женат/замужем;2-е детей;Специалитет;Работаю в компании (полная занятость);От 11-ти лет до 13-ти лет;Специалист;Российская компания (численность сотрудников в России до 100 чел.);Образовательный сектор;Продажи;От 2-х лет до 4-х лет назад;Никакими;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;1;Не пользуюсь социальными сетями для поиска работы;Отрицательно;Нейтрально;Нет;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;1
Женский;32–38;Южный ФО / Северо-Кавказский ФО / Крым;Женат/замужем;3-е детей;Среднее общее;Уволился(-ась) по собственному желанию;От 1 года до 3-х лет;Собственник бизнеса;Российская компания (численность сотрудников в России до 100 чел.);Товары народного потребления (непищевые);Продажи;Никогда не проходил(-а) отбор в компанию;Никакими;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;2;Не пользуюсь социальными сетями для поиска работы;Нейтрально;Нейтрально;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;2
Женский;25–31;Южный ФО / Северо-Кавказский ФО / Крым;Не женат/ не замужем;Нет детей;Бакалавриат;Веду проекты на фрилансе;От 5-ти лет до 7-ми лет;Руководитель отдела/подразделения;Российская компания (численность сотрудников в России свыше 500 чел.);Товары народного потребления (пищевые);Продажи;От 1 года до 2 лет назад;Подача отклика (резюме) через автоматизированные системы (личный кабинет соискателя);Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;3;Не пользуюсь социальными сетями для поиска работы;Нейтрально;Отрицательно;Нет;Не вижу практической пользы/ думаю/ они используются только для улучшения бренда работодателя;Не вижу в них никаких плюсов для соискателя;Замедляют процесс трудоустройства;2
Женский;39–45;Москва и МО;Женат/замужем;1 ребенок;Специалитет;Веду проекты на фрилансе;15 и более лет;Специалист;Российская компания (численность сотрудников в России до 100 чел.);Образовательный сектор;Преподавание;Всегда звали сразу на должность;Никакими;Затрудняюсь ответить;Затрудняюсь ответить;Такой формат вполне устраивает;3;Instagram;Положительно;Отрицательно;Нет;Позволяют заранее посмотреть/ как устроен рабочий день компании и процессы;Ускоряют процесс подбора;Затрудняюсь ответить;3
Женский;39–45;Центральный ФО/ исключая Москву и МО;Разведен/ разведена;2-е детей;Специалитет;Работаю в компании (полная занятость);15 и более лет;Руководитель отдела/подразделения;Международная компания (численность сотрудников в России свыше 500 чел.);Химическое производство / Удобрения;Административная функция;От 1 года до 2 лет назад;Сервисы для онлайн-оценки навыков и компетенций;Не сталкивалась с таким типом сервиса;Затрудняюсь ответить;Такой формат вполне устраивает;1;Не пользуюсь социальными сетями для поиска работы;Отрицательно;Положительно;Затрудняюсь ответить;Затрудняюсь ответить;Ускоряют процесс подбора/ Положительно влияют на бренд работодателя;Затрудняюсь ответить;3
Женский;39–45;Южный ФО / Северо-Кавказский ФО / Крым;Женат/замужем;3-е детей;Аспирантура;Совмещаю работу в офисе и собственные проекты;15 и более лет;Руководитель отдела/подразделения;Российская компания (численность сотрудников в России свыше 500 чел.);Образовательный сектор;Производство;Никогда не проходил(-а) отбор в компанию;Никакими;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;2;Instagram;Нейтрально;Нейтрально;Нет;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;1
Женский;25–31;Москва и МО;Женат/замужем;Нет детей;Аспирантура;Работаю в компании (полная занятость);От 3-х лет до 5-ти лет;Специалист;Российская компания (численность сотрудников в России свыше 500 чел.);Государственный сектор;Высший менеджмент;В последние 2 месяца;Сервис для видеоинтервью/ Подача отклика (резюме) через автоматизированные системы (личный кабинет соискателя);Это быстро и удобно/ помогает избежать лишних интервью с рекрутером;Наблюдаю много ошибок и неточностей в работе чат-бота;Такой формат позволяет быть уверенным в том/ что резюме точно будет в базе кандидатов компании/ Неудобный интерфейс/ удобнее отправить резюме через e-mail или сервис с вакансиями/ Такой формат вполне устраивает;3;Instagram/ Telegram/ ВКонтакте;Нейтрально;Отрицательно;Нет;Не вижу практической пользы/ думаю/ они используются только для улучшения бренда работодателя;Положительно влияют на бренд работодателя/ Не вижу в них никаких плюсов для соискателя;Никак не влияют на скорость трудоустройства;2
Женский;25–31;Санкт-Петербург;Не женат/ не замужем;Нет детей;Бакалавриат;Работаю в компании (полная занятость);От 5-ти лет до 7-ми лет;Специалист;Международная компания (численность сотрудников в России свыше 500 чел.);Телекоммуникации / Связь;Управление персоналом;Меньше года назад/ но более 2-месяцев назад;Никакими;Затрудняюсь ответить;Затрудняюсь ответить;Такой формат вполне устраивает;2;LinkedIn;Нейтрально;Отрицательно;Нет;Затрудняюсь ответить;Не вижу в них никаких плюсов для соискателя;Замедляют процесс трудоустройства/ Слишком сложны в использовании;3
Мужской;18–24;Москва и МО;Не женат/ не замужем;Нет детей;Магистратура;Работаю в компании (полная занятость);До 1 года;Представитель HR-функции;Международная компания (численность сотрудников в России от 100 до 500 чел.);Консалтинг;Управление персоналом;В последние 2 месяца;Сервис для видеоинтервью/ Подача отклика (резюме) через автоматизированные системы (личный кабинет соискателя)/ Сервисы для онлайн-оценки навыков и компетенций;Занимают много времени/ не вижу в них пользы для соискателя;Затрудняюсь ответить;Такой формат позволяет быть уверенным в том/ что резюме точно будет в базе кандидатов компании;3;LinkedIn/ Telegram;Положительно;Отрицательно;Нет;Не вижу практической пользы/ думаю/ они используются только для улучшения бренда работодателя;Положительно влияют на бренд работодателя;Никак не влияют на скорость трудоустройства;2
Женский;18–24;Москва и МО;Не женат/ не замужем;Нет детей;Бакалавриат;Работаю в компании (полная занятость);От 3-х лет до 5-ти лет;Представитель HR-функции;Международная компания (численность сотрудников в России от 100 до 500 чел.);Консалтинг;Управление персоналом;В последние 2 месяца;Сервис для видеоинтервью/ Чат-боты/ Подача отклика (резюме) через автоматизированные системы (личный кабинет соискателя);Это быстро и удобно/ помогает избежать лишних интервью с рекрутером;Это ненужный инструмент в процессе трудоустройства/ все вопросы легче уточнять у рекрутера;Если компания предлагает только такой формат подачи отклика/ я отказываюсь от отправки резюме;3;LinkedIn/ Telegram;Положительно;Нейтрально;Нет;Позволяют увлекательно пройти оценку в компании при процессе подбора;Ускоряют процесс подбора/ Делают процесс подбора более увлекательным;не учитывают человеческий фактор;2
Женский;25–31;Москва и МО;Не женат/ не замужем;Нет детей;Бакалавриат;Работаю в компании (полная занятость);От 5-ти лет до 7-ми лет;Специалист;Международная компания (численность сотрудников в России от 100 до 500 чел.);Консалтинг;Управление персоналом;Более 4-х лет назад;Сервис для видеоинтервью/ Подача отклика (резюме) через автоматизированные системы (личный кабинет соискателя);Занимают много времени/ не вижу в них пользы для соискателя;Затрудняюсь ответить;Такой формат позволяет быть уверенным в том/ что резюме точно будет в базе кандидатов компании;3;Facebook/ LinkedIn/ Telegram;Положительно;Отрицательно;Нет;Позволяют увлекательно пройти оценку в компании при процессе подбора;Ускоряют процесс подбора/ Делают процесс подбора более увлекательным;Слишком сложны в использовании/ Зачастую нет адаптации на русский язык;3
Женский;18–24;Москва и МО;Не женат/ не замужем;Нет детей;Магистратура;Компания полностью ушла с российского рынка;До 1 года;Стажер/ассистент;Международная компания (численность сотрудников в России от 100 до 500 чел.);Финансовый сектор (банки/ страховые и инвестиционные компании);Управление персоналом;В последние 2 месяца;Сервис для видеоинтервью/ Подача отклика (резюме) через автоматизированные системы (личный кабинет соискателя);Это быстро и удобно/ помогает избежать лишних интервью с рекрутером;Это ненужный инструмент в процессе трудоустройства/ все вопросы легче уточнять у рекрутера;Такой формат позволяет быть уверенным в том/ что резюме точно будет в базе кандидатов компании;5;LinkedIn/ Instagram/ Telegram/ ВКонтакте;Положительно;Нейтрально;Нет;Не вижу практической пользы/ думаю/ они используются только для улучшения бренда работодателя;Ускоряют процесс подбора/ Делают процесс подбора более увлекательным;Зачастую нет адаптации на русский язык;3
